,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode
41,전라북도 전주시 완산구 전라감영5길 17,,37,A05,A0502,A05020100,579046,39,20080624141450,http://tong.visitkorea.or.kr/cms/resource/33/579533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/579533_image3_1.jpg,127.1459591164,35.8170667179,6.0,20190715161259,39854,12,063-284-0982<br />063-284-2884,가족회관,55038
42,강원도 고성군 죽왕면 가진해변길 123,,32,A05,A0502,A05020100,686401,39,20090130094945,http://tong.visitkorea.or.kr/cms/resource/58/689558_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/689558_image3_1.jpg,128.5098075871,38.3674757297,6.0,20190121130856,23598,2,033-681-1213,가진항 자매해녀횟집,24744
43,대구광역시 달성군 가창면 가창로 1099,,4,A05,A0502,A05020100,1887488,39,20140121100450,http://tong.visitkorea.or.kr/cms/resource/60/1876160_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1876160_image3_1.jpg,128.6221844139,35.8026725410,6.0,20190318091335,10041,3,053-768-5768,가창옛날찐빵손만두 본점,42933
44,경기도 가평군 가평읍 광장로 5,,31,A05,A0502,A05020100,1214552,39,20110223140336,,,127.5111816652,37.8262059673,6.0,20191206134624,13646,1,031-581-7272,가평장원추어탕,12416
45,경상남도 밀양시 산외면 산외로 425,,36,A05,A0502,A05020100,1909095,39,20140328105546,,,128.8146424909,35.5026099498,6.0,20190911094721,4734,7,055-353-3399,가향,50411
46,충청북도 청주시 청원구 내덕로 27,,33,A05,A0502,A05020100,132960,39,20030926000000,http://tong.visitkorea.or.kr/cms/resource/98/1035698_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1035698_image3_1.jpg,127.4833508199,36.6570822415,6.0,20190319110718,23945,10,043-221-0231,가화한정식,28481
47,경상남도 거제시 거제면 거제남서로 3471,1층,36,A05,A0502,A05020100,2577502,39,20181213101133,,,128.5851468155,34.8499039920,6.0,20190118134751,13,1,055-632-0392,각산숯불갈비,53285
48,충청남도 서산시 부석면 간월도1길 117,,34,A05,A0502,A05020100,1986350,39,20150127151756,,,126.4132930007,36.6056416103,6.0,20190819151038,3421,7,041-669-6769,간월포구 영양굴밥,32023
49,부산광역시 수영구 광안해변로344번길 17-17,,6,A05,A0502,A05020100,2371880,39,20160304094614,http://tong.visitkorea.or.kr/cms/resource/98/2371898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/2371898_image2_1.jpg,129.1315660574,35.1553631251,6.0,20190805163300,5439,12,051-757-0038,간판없는횟집,48280
50,경기도 용인시 처인구 모현읍 파담로 140-23,,31,A05,A0502,A05020100,2514616,39,20171109094403,http://tong.visitkorea.or.kr/cms/resource/05/2514605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2514605_image2_1.jpg,127.2432761204,37.3211402549,6.0,20190124091556,1814,23,031-333-9470,갈담부대찌개,17036
51,강원도 속초시 장사항해안길 55,,32,A05,A0502,A05020100,626353,39,20080919113816,http://tong.visitkorea.or.kr/cms/resource/24/588124_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/588124_image3_1.jpg,128.5876049279,38.2264436798,6.0,20190610144817,15224,5,033-632-1199,갈릴리회집,24804
52,대전광역시 대덕구 대청호수로 1553,(갈전동),3,A05,A0502,A05020100,2580078,39,20181218174344,,,127.4653476261,36.4277332081,6.0,20190118145624,11,1,042-932-3872,갈밭식당,34316
53,경상남도 거제시 옥포대첩로 48,1층(옥포동),36,A05,A0502,A05020100,2577521,39,20181213101300,,,128.6928918357,34.8937149258,6.0,20190118134843,13,1,055-688-1458,갈비1번지,53229
54,부산광역시 부산진구 서면문화로 32,,6,A05,A0502,A05020100,2607508,39,20190620165919,http://tong.visitkorea.or.kr/cms/resource/11/2607511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2607511_image2_1.jpg,129.0563669161,35.1599862176,6.0,20190621095521,0,7,051-714-4457,갈비곳간,47256
55,울산광역시 울주군 삼남면 남상평2길 34-12,,7,A05,A0502,A05020100,719757,39,20090413164540,,,129.1176588188,35.5606007130,6.0,20190520144738,21073,5,052-264-4747,갈비구락부,44948
56,경상남도 고성군 고성읍 신월로 89,,36,A05,A0502,A05020100,2579120,39,20181217152054,,,128.3313329474,34.9504104213,6.0,20190117100953,3,3,055-674-1237,갈비명가 가야골,52949
57,경상남도 창원시 의창구 의창대로70번길 1,,36,A05,A0502,A05020100,2370833,39,20160226093649,http://tong.visitkorea.or.kr/cms/resource/55/2370855_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/55/2370855_image2_1.jpeg,128.6081672485,35.2573309774,6.0,20190805173450,5720,16,055-297-3700,갈비명가 소반,51376
58,경기도 포천시 이동면 화동로 2000,,31,A05,A0502,A05020100,699542,39,20090225153138,http://tong.visitkorea.or.kr/cms/resource/21/700321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/700321_image3_1.jpg,127.3688221099,38.0262994723,6.0,20190916104423,17867,29,031-531-1700,갈비명가할머니집,11111
59,전라북도 군산시 하나운1길 15,(나운동),37,A05,A0502,A05020100,2568281,39,20181121112811,,,126.6982062510,35.9679251522,,20190118142453,5,2,063-442-2832,갈비스토리,54131
60,서울특별시 종로구 돈화문로11다길 38,,1,A05,A0502,A05020900,2622715,39,20191002170423,http://tong.visitkorea.or.kr/cms/resource/19/2622719_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2622719_image2_1.jpg,126.9900725369,37.5738480486,6.0,20191002174654,0,23,02-747-3999,감꽃당,03133
61,충청북도 충주시 수안보면 미륵송계로 339-1,,33,A05,A0502,A05020100,686369,39,20090129180422,,,128.0418067574,36.8388770944,6.0,20190123141052,17535,11,043-846-0608,감나무집,27500
62,제주특별자치도 제주시 오남로 12,,39,A05,A0502,A05020100,1866954,39,20131203180755,,,126.5195597249,33.4941753491,6.0,20190920155752,3390,4,064-722-8292,감나무집,63191
63,부산광역시 금정구 금성동 889,(금성동),6,A05,A0502,A05020100,849941,39,20091030121702,http://tong.visitkorea.or.kr/cms/resource/30/1982630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1982630_image3_1.jpg,129.0562841621,35.2404327572,6.0,20181129111127,14048,2,051-517-1378,감나무집,46238
64,경기도 남양주시 조안면 다산로747번길 43,,31,A05,A0502,A05020100,133832,39,20040220000000,http://tong.visitkorea.or.kr/cms/resource/84/1788084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1788084_image3_1.jpg,127.3026318132,37.5174074708,6.0,20190123091214,27224,9,031-576-8263~4,감나무집,12283
65,강원도 속초시 중앙시장로 110-8,,32,A05,A0502,A05020100,1828984,39,20130718090103,http://tong.visitkorea.or.kr/cms/resource/41/1951341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/1951341_image3_1.jpg,128.5908719894,38.2043185414,6.0,20190228094959,8647,5,033-633-2306,감나무집 감자옹심이,24832
66,울산광역시 북구 명촌12길 32,(명촌동),7,A05,A0502,A05020100,2573089,39,20181204154256,,,129.3527939930,35.5552529496,,20190123104355,7,4,052-273-5292,감나무집(명촌점),44254
67,부산광역시 사하구 감내2로 159,,6,A05,A0502,A05020100,2484386,39,20170308164837,http://tong.visitkorea.or.kr/cms/resource/78/2484378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2484378_image2_1.jpg,129.0093365624,35.0989644052,6.0,20190731160901,2868,10,051-291-1444,감내맛집,49363
68,전라북도 전주시 덕진구 권삼득로 247,,37,A05,A0502,A05020100,1595441,39,20120406095516,,,127.1328374779,35.8394056159,,20190208091006,4531,12,063-275-8811,감로헌,54931
69,서울특별시 종로구 종로 166-1,,1,A05,A0502,A05020100,1985702,39,20150123110033,,,126.9961137502,37.5704180003,6.0,20190819105413,3633,23,02-2269-6933,감미옥(구 대성옥),03194
70,강원도 평창군 진부면 경강로 3615-1,,32,A05,A0502,A05020100,2428123,39,20160929094919,,,128.5596367122,37.6374698203,6.0,20160929094919,331,15,033-335-6337,감미옥설렁탕,25332
71,경기도 구리시 이문안로 6-1,,31,A05,A0502,A05020100,134877,39,20050203000000,http://tong.visitkorea.or.kr/cms/resource/13/1856013_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1856013_image3_1.jpg,127.1320452081,37.5916457597,6.0,20191224174117,15415,6,031-556-4077,감악산생꼬기꾸이,11938
72,강원도 인제군 인제읍 덕산로 84,,32,A05,A0502,A05020100,627582,39,20080923153315,http://tong.visitkorea.or.kr/cms/resource/06/591306_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/591306_image3_1.jpg,128.1860902759,38.0841608395,6.0,20190610103240,16203,10,033-462-5766,감자네,24627
73,울산광역시 울주군 온양읍 외고산옹기길 15-8,,7,A05,A0502,A05020100,2572109,39,20181203095701,,,129.2772822187,35.4176975393,,20190121180622,20,5,052-238-2049,감자바우,44973
74,부산광역시 사하구 옥천로75번길 17,,6,A05,A0502,A05020100,2484393,39,20170308165440,http://tong.visitkorea.or.kr/cms/resource/80/2484380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2484380_image2_1.jpg,129.0088589663,35.0938066405,6.0,20190805143612,3137,10,070-8818-4405,감천 아지매 밥집,49366
75,경상남도 통영시 통영해안로 335-7,(중앙동),36,A05,A0502,A05020100,2572464,39,20181203151633,,,128.4240276475,34.8446128070,6.0,20190114155902,2,17,055-648-5755,갑돌이와갑순이장어먹고,53053
76,대전광역시 서구 계백로 1145,(가수원동),3,A05,A0502,A05020100,2580163,39,20181219101628,,,127.3504390196,36.3048785550,6.0,20190118145701,12,3,042-538-1800,갑부본가,35368
77,전라남도 담양군 창평면 돌담길 67,(창평면),38,A05,A0502,A05020100,845428,39,20091028221418,http://tong.visitkorea.or.kr/cms/resource/03/1972303_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1972303_image3_1.jpg,127.0290759761,35.2406800581,6.0,20190208105533,17667,7,061-381-6886,갑을원,57389
78,울산광역시 울주군 언양읍 웃방천2길 10,,7,A05,A0502,A05020100,2572031,39,20181130164510,,,129.1110258846,35.5670443086,,20190121175232,16,5,052-254-5292,갓바위 산골 순두부,44944
79,강원도 홍천군 서면 한치골길 1122-52,,32,A05,A0502,A05020100,135282,39,20060814000000,http://tong.visitkorea.or.kr/cms/resource/27/1842427_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1842427_image3_1.jpg,127.6950241581,37.7014877549,6.0,20191226165907,22741,16,033-434-9102,강가촌,25101
80,서울특별시 관악구 남부순환로 1660,(신림동),1,A05,A0502,A05020100,135136,39,20060116000000,http://tong.visitkorea.or.kr/cms/resource/66/818066_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/818066_image3_1.jpg,126.9350272959,37.4845518811,6.0,20180327091144,41196,5,02-886-9233,강강술래(신림점),08780
81,경기도 여주시 대신면 천서리길 22,,31,A05,A0502,A05020100,133184,39,20030829000000,http://tong.visitkorea.or.kr/cms/resource/99/1188599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1188599_image3_1.jpg,127.5486127762,37.4032418560,6.0,20191001093627,28200,20,031-882-8300,강계봉진막국수,12608
82,전라북도 무주군 무주읍 내도로 123,,37,A05,A0502,A05020100,1014287,39,20100504140528,http://tong.visitkorea.or.kr/cms/resource/10/1023810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1023810_image3_1.jpg,127.6446650253,36.0163167003,6.0,20191205165559,14908,5,063-324-2898,강나루,55507
83,대전광역시 서구 둔산로123번길 15,(둔산동),3,A05,A0502,A05020100,2580169,39,20181219101700,,,127.3874122155,36.3519877114,6.0,20190118145742,9,3,042-472-9996,강남면옥,35240
84,서울특별시 강남구 논현로86길 34,,1,A05,A0502,A05020100,1756249,39,20121122161013,,,127.0402783799,37.5003213806,6.0,20191030165615,15900,1,02-562-7003,강남목장,06223
85,강원도 평창군 평창읍 노성로 126-27,,32,A05,A0502,A05020100,2428129,39,20160929095105,,,128.3971261118,37.3679061921,6.0,20160929095105,526,15,033-332-2751,강남식당,25375
86,강원도 강릉시 임영로 3,(노암동),32,A05,A0502,A05020100,2413780,39,20160908170914,,,128.8959031857,37.7427808098,6.0,20160927100359,1151,1,033-646-0016,강남촌,25595
87,울산광역시 북구 명촌7길 32,(명촌동),7,A05,A0502,A05020100,2574044,39,20181205151358,,,129.3583379866,35.5541004060,,20190123145614,2,4,052-289-3387,강동회수산,44254
88,강원도 강릉시 토성로 171,,32,A05,A0502,A05020100,133817,39,20030408000000,http://tong.visitkorea.or.kr/cms/resource/76/1813776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1813776_image3_1.jpg,128.8948695220,37.7564680954,6.0,20190130160008,39940,1,033-648-0340,강릉감자옹심이집,25530
89,경기도 용인시 수지구 상현로42번길 46,,31,A05,A0502,A05020100,403780,39,20080119221809,http://tong.visitkorea.or.kr/cms/resource/43/401943_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/401943_image3_1.jpg,127.0821689902,37.3041782113,6.0,20190219154624,15195,23,031-266-6887,강릉뚜가리칼국수,16939
90,강원도 강릉시 남부로 5,(내곡동),32,A05,A0502,A05020100,2413785,39,20160908171103,,,128.8809490568,37.7401974839,6.0,20160927111619,1401,1,033-645-9825,강릉뚝배기,25604
91,강원도 횡성군 강림면 주천강로강림5길 37,,32,A05,A0502,A05020100,133786,39,20031002000000,http://tong.visitkorea.or.kr/cms/resource/88/1813788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/1813788_image3_1.jpg,128.1360270228,37.3806942392,6.0,20190315135042,17884,18,033-342-7148,강림순대,25272
92,경기도 가평군 청평면 북한강로 1871,,31,A05,A0502,A05020100,1208943,39,20110218161455,,,127.3862277192,37.6848923247,6.0,20191206164328,13709,1,031-584-1943,강마루,12458
93,경기도 광주시 남종면 태허정로 556,,31,A05,A0502,A05020100,1920538,39,20140522161038,http://tong.visitkorea.or.kr/cms/resource/24/1920524_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1920524_image3_1.jpg,127.2828565342,37.4928627367,6.0,20190906171424,17223,5,031-762-5574,강마을다람쥐,12709
94,경상남도 고성군 회화면 당항길 34-43,,36,A05,A0502,A05020100,2579138,39,20181217153433,,,128.3771818473,35.0508527613,6.0,20190117101010,9,3,055-673-7664,강바다횟집,52915
95,전라북도 무주군 무주읍 무금로 523,,37,A05,A0502,A05020100,133229,39,20021125000000,http://tong.visitkorea.or.kr/cms/resource/67/1983467_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1983467_image3_1.jpg,127.6066466527,35.9988763422,6.0,20190130170454,19660,5,063-322-9442,강변가든,55511
96,경상남도 산청군 산청읍 꽃봉산로 30-5,,36,A05,A0502,A05020100,2000475,39,20150429143627,,,127.8676835679,35.4150221535,6.0,20190816160727,6135,9,055-973-2346,강변식당,52226
97,전라남도 순천시 순천만길 436,,38,A05,A0502,A05020100,686331,39,20090129173605,http://tong.visitkorea.or.kr/cms/resource/49/688149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/688149_image3_1.jpg,127.5089619655,34.8926163735,6.0,20190214165617,17167,11,061-742-4233,강변장어,58027
98,강원도 화천군 간동면 배터길 45,,32,A05,A0502,A05020100,133487,39,20040223000000,http://tong.visitkorea.or.kr/cms/resource/30/1022530_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1022530_image3_1.jpg,127.7756050937,38.0960822336,6.0,20190118140105,17257,17,033-442-5007,강변횟집,24132
99,경상남도 창원시 성산구 마디미동로 54,"(상남동),SM빌딩 2층 201호",36,A05,A0502,A05020100,2575780,39,20181210133227,,,128.6834394752,35.2193866080,6.0,20190117150307,26,16,055-287-0991,강복궁,51503
100,경상남도 통영시 발개로 152,(도남동),36,A05,A0502,A05020100,2572552,39,20181203160157,,,128.4207839708,34.8261370371,6.0,20190114160325,14,17,055-643-8855,강복삼계탕,53078
101,서울특별시 중구 세종대로11길 35,,1,A05,A0502,A05020100,232229,39,20071002000000,,,126.9739382319,37.5619935812,6.0,20190809174500,21069,24,02-752-1945,강서면옥,04513
