,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode
37,인천광역시 강화군 양도면 길정리,(양도면),2,A03,A0303,A03030500,131536,28,20020625000000,http://tong.visitkorea.or.kr/cms/resource/57/1577257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1577257_image3_1.jpg,126.4616044876,37.6607979838,6,20180629143005,49005,1,,강화 길정지,23058
38,인천광역시 강화군 강화읍,(강화읍),2,A03,A0302,A03020500,1074812,28,20100816173020,,,126.4880330099,37.7464579051,6,20180502105515,36176,1,032-930-3731,강화 자전거 관광코스,23031
39,인천광역시 강화군 강화읍 강화대로,(강화읍),2,A03,A0303,A03030600,131119,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/52/1096352_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1096352_image2_1.jpg,126.5201803687,37.7355458560,6,20180502113233,26660,1,,강화도,23026
40,인천광역시 강화군 내가면 황청포구로443번길 90,(내가면),2,A03,A0303,A03030500,1516091,28,20111228150458,http://tong.visitkorea.or.kr/cms/resource/58/1575758_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1575758_image3_1.jpg,126.3652451578,37.7145344706,6,20180615113104,19625,1,032-933-0105,강화도 황청낚시터,23017
41,인천광역시 강화군 불은면 중앙로 546-34,,2,A03,A0305,A03050100,2597317,28,20190416113912,http://tong.visitkorea.or.kr/cms/resource/13/2597313_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/13/2597313_image2_1.bmp,126.4517815842,37.7175634151,6,20190417093732,17,1,,강화레포츠파크,23038
42,전라남도 해남군 화원면 개초길 45,(화원면),38,A03,A0303,A03030500,131061,28,20020702000000,,,126.3109763027,34.6425827500,6,20180416160912,21805,23,061-531-3612,개초지(화원1호지),59003
43,제주특별자치도 서귀포시 대정읍 가파로,(대정읍),39,A03,A0303,A03030600,131542,28,20020703000000,,,126.2741882040,33.1738429901,6,20180418150452,17448,3,,갬주리코지(볼락코지),63514
44,전라남도 여수시 삼산면 거문길 28-10,(삼산면),38,A03,A0303,A03030600,131097,28,20021204000000,,,127.3169861776,35.4749251773,6,20180427145920,20369,13,061-659-1266,거문도권,59790
45,경상남도 거제시 덕포5길 35-2,(덕포동),36,A03,A0305,A03050100,2393038,28,20160714105537,http://tong.visitkorea.or.kr/cms/resource/92/2393092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2393092_image2_1.jpg,128.7109342199,34.9121270825,6,20190328160021,10274,1,,거제 덕포랜드 씨라인,53213
46,경상남도 거제시 거제면 거제도,(거제면),36,A03,A0303,A03030600,131089,28,20021204000000,http://tong.visitkorea.or.kr/cms/resource/65/1978565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1978565_image3_1.jpg,128.5856800942,34.8502150776,6,20180607132941,37168,1,055-639-4178,거제도,53285
47,강원도 고성군 거진읍 거진항1길 62-3,(거진읍),32,A03,A0303,A03030600,131270,28,20020709000000,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1813218_image3_1.jpg,128.4616650733,38.4457045513,6,20180419172502,21929,2,033-682-2782,거진방파제,24713
48,경상남도 거창군 거창읍 심소정길 39-36,(거창읍),36,A03,A0302,A03020300,1665536,28,20120706150228,,,127.9279819277,35.6939889065,6,20180219163358,6639,2,055-945-8700~2,거창스포츠파크,50126
49,강원도 정선군 고한읍 고한로 83,(고한읍),32,A03,A0302,A03022600,512074,28,20080313173443,http://tong.visitkorea.or.kr/cms/resource/00/2445000_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2445000_image2_1.JPG,128.8476127787,37.2054640495,6,20181221111536,17237,11,,겨울세상,26155
50,강원도 평창군 대관령면 올림픽로 24,(대관령면),32,A03,A0302,A03022600,522952,28,20080319162507,http://tong.visitkorea.or.kr/cms/resource/57/447257_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/447257_image2_1.jpg,128.6999200943,37.6767040942,6,20181221104120,14020,15,,겨울세상,25347
51,경기도 포천시 내촌면 금강로 2482,(내촌면),31,A03,A0302,A03022600,505810,28,20080305100022,http://tong.visitkorea.or.kr/cms/resource/34/449234_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/449234_image3_1.jpg,127.2361743108,37.7951350935,6,20181220154206,14603,29,,겨울이야기,11189
52,전라북도 부안군 변산면 방파제길,(변산면),37,A03,A0303,A03030600,131278,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/91/186491_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/186491_image3_1.jpg,126.4640137357,35.6231854755,6,20180601165027,25910,6,,격포방파제낚시,56337
53,경기도 화성시 양감면 사격장길 142,(양감면),31,A03,A0302,A03021600,131785,28,20040507000000,,,126.9568084469,37.0934920219,6,20181219171643,27544,31,,경기도종합사격장,18626
54,경기도 의왕시 왕송못동로 209,(월암동),31,A03,A0305,A03050100,2388712,28,20160617100726,http://tong.visitkorea.or.kr/cms/resource/87/2388687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2388687_image2_1.jpg,126.9502807778,37.3108778568,6,20181218172336,4457,24,,경기의왕레일파크,16107
55,경상남도 합천군 야로면 미숭산로 343,(야로면),36,A03,A0302,A03020200,1920072,28,20140520140652,,,128.1933020349,35.7278815062,6,20180103100854,5813,21,055-933-4815~6,경상남도교육청 합천종합야영수련원,50205
56,경상남도 고성군 하이면 자란만로 646,(하이면),36,A03,A0302,A03020200,131478,28,20021205000000,,,128.1521719371,34.9074870470,6,20180111100227,21600,3,055-834-6211,경상남도청소년수련원,52963
57,경상남도 산청군 시천면 지리산대로 1,(시천면),36,A03,A0302,A03020200,131512,28,20040226000000,,,127.7569625337,35.3181366876,6,20180105173302,20047,9,055-254-4011,경상남도환경교육원,52236
58,경상북도 구미시 금오산로 336-97,(남통동),35,A03,A0302,A03020200,131212,28,20020822000000,http://tong.visitkorea.or.kr/cms/resource/80/1893680_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1893680_image3_1.jpg,128.3083810787,36.1196808252,6,20180118131728,21376,4,054-452-4509,경상북도 환경연수원,39309
59,서울특별시 마포구 동교로9길,(망원동),1,A03,A0302,A03022700,2553819,28,20180716133036,,,126.9227540081,37.5620148844,6,20190909101814,446,13,,경의선숲길(연트럴파크),04013
60,경상북도 경주시 산내면 대현길 250-13,(산내면),35,A03,A0302,A03021700,2384260,28,20160518151545,http://tong.visitkorea.or.kr/cms/resource/44/2384244_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2384244_image2_1.jpg,129.0740083720,35.7126327698,6,20180709132005,6825,2,,경주 산내 반딧불이캠핑장,38187
61,경상북도 경주시 국당3길 5,(사정동),35,A03,A0302,A03020500,1052807,28,20100630172506,,,129.2074878464,35.8283583330,6,20181219135715,41616,2,,경주 자전거 투어 코스,38169
62,경상북도 경주시 천북남로 176,(손곡동),35,A03,A0302,A03020200,131705,28,20021108000000,http://tong.visitkorea.or.kr/cms/resource/63/1891363_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/1891363_image3_1.jpg,129.2950016860,35.8534488221,6,20180110140226,29677,2,054-749-5000,경주보문 청소년수련원,38116
63,경상북도 경주시 보문로 424-11,(신평동),35,A03,A0302,A03021600,131830,28,20070311000000,http://tong.visitkorea.or.kr/cms/resource/57/1880357_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1880357_image3_1.jpg,129.2865360294,35.8440386126,6,20181220133424,34722,2,,경주보문실탄사격장,38117
64,경상북도 경주시 알천북로 131,(황성동),35,A03,A0302,A03020200,131885,28,20070110000000,http://tong.visitkorea.or.kr/cms/resource/72/1891472_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1891472_image3_1.jpg,129.2158863483,35.8551304690,6,20180118102841,19766,2,054-779-6171~6,경주시청소년수련관,38088
65,경상북도 경주시 보문로 319,(신평동),35,A03,A0302,A03020700,131132,28,20040223000000,,,129.2847108635,35.8554428465,6,20180308171949,23738,2,054-740-7114,경주신라컨트리클럽,38116
66,경상북도 경주시 보문로 544,(천군동),35,A03,A0302,A03021400,131702,28,20031216000000,http://tong.visitkorea.or.kr/cms/resource/21/2044921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2044921_image2_1.jpg,129.2791591242,35.8361143676,6,20190121130652,37503,2,,경주월드 눈썰매장,38117
67,경상북도 경주시 보문로 182-98,(북군동),35,A03,A0302,A03020700,131557,28,20040224000000,,,129.2630291720,35.8644775271,6,20180308164339,25479,2,054-778-8900,경주컨트리클럽,38116
68,경상북도 상주시 사벌면 경천로 652-18,(사벌면),35,A03,A0302,A03021400,131880,28,20061129000000,http://tong.visitkorea.or.kr/cms/resource/77/1968577_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1968577_image3_1.jpg,128.2437329543,36.4554219407,6,20190121132409,26680,9,,경천대랜드 눈썰매장,37128
69,경상북도 문경시 동로면 인곡리,(동로면),35,A03,A0303,A03030500,131064,28,20020704000000,http://tong.visitkorea.or.kr/cms/resource/82/1968582_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1968582_image3_1.jpg,128.3093423518,36.7005895692,6,20180615112041,20960,7,054-552-2517,경천호,36904
70,경상남도 산청군 금서면 친환경로 2619-2,(금서면),36,A03,A0303,A03030800,131853,28,20060607000000,http://tong.visitkorea.or.kr/cms/resource/23/1611423_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1611423_image3_1.jpg,127.8721830777,35.4185718332,6,20180411152734,22680,9,055-972-2002,경호강래프팅,52215
71,충청남도 계룡시 엄사면 배울길 81-1,(엄사면),34,A03,A0302,A03022100,1807703,28,20130426110221,,,127.2126747492,36.2607645017,6,20181219141002,2605,16,,계룡산 녹색농촌 체험마을 산악ATV체험장,32817
72,충청남도 계룡시 엄사면 배울길 81-1,(엄사면),34,A03,A0302,A03022000,1807690,28,20130426103513,,,127.2126747492,36.2607645017,6,20181219141140,1894,16,,계룡산 녹색농촌 체험마을 서바이벌체험장,32817
73,대전광역시 유성구 수통골로 47-3,(덕명동),3,A03,A0302,A03022700,2407314,28,20160901150003,http://tong.visitkorea.or.kr/cms/resource/73/2405173_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2405173_image3_1.jpg,127.2885545734,36.3453283884,6,20190705153549,4858,4,042-825-3006,계룡산 수통골,34154
74,충청남도 공주시 반포면 계룡대로 1352,(반포면),34,A03,A0302,A03021700,2007483,28,20150603144028,http://tong.visitkorea.or.kr/cms/resource/76/2007476_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/76/2007476_image2_1.JPG,127.2421056214,36.3576178287,6,20180706162006,21061,1,,계룡산글램핑,32626
75,충청남도 공주시 반포면 동학사2로 115-16,(반포면),34,A03,A0302,A03021700,131191,28,20021126000000,,,127.2421084001,36.3575956091,6,20180706155308,31877,1,,계룡산동학사야영장,32626
76,충청남도 공주시 계룡면 하대리,(계룡면),34,A03,A0303,A03030500,131052,28,20020702000000,http://tong.visitkorea.or.kr/cms/resource/67/1902767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1902767_image3_1.jpg,127.1555886047,36.3489145235,6,20180525155200,23836,1,041-840-8850,계룡저수지,32615
77,전라남도 영광군 홍농읍 계마길,(홍농읍),38,A03,A0303,A03030600,131112,28,20021128000000,,,126.4067495819,35.3931550987,6,20180418155217,20244,16,061-350-5422,계마리,57000
78,인천광역시 계양구 주부토로 580,(계산동),2,A03,A0302,A03020100,2465040,28,20161220093623,http://tong.visitkorea.or.kr/cms/resource/77/2461877_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2461877_image3_1.jpg,126.7291721140,37.5460966182,6,20181005140228,14079,2,,계산국민체육센터,21030
79,인천광역시 계양구 봉오대로 855,(서운동),2,A03,A0302,A03020300,2463896,28,20161219154415,http://tong.visitkorea.or.kr/cms/resource/81/2461881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2461881_image3_1.jpg,126.7438711540,37.5324484662,6,20180221113251,1286,2,032-550-3500,계양경기장,21072
80,인천광역시 계양구 봉오대로 855,(서운동),2,A03,A0302,A03020300,2463875,28,20161219153234,http://tong.visitkorea.or.kr/cms/resource/13/2461913_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2461913_image3_1.jpg,126.7438711540,37.5324484662,6,20180221134647,2058,2,032-550-3500,계양경기장 계양체육관,21072
81,인천광역시 계양구 봉오대로 855,(서운동),2,A03,A0302,A03020300,2463889,28,20161219153932,http://tong.visitkorea.or.kr/cms/resource/06/2461906_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2461906_image3_1.jpg,126.7438711540,37.5324484662,6,20171016165304,2046,2,032-550-3500,계양경기장 아시아드양궁장,21072
82,대전광역시 대덕구 장동,,3,A03,A0302,A03022700,1720749,28,20120918112119,http://tong.visitkorea.or.kr/cms/resource/53/1826553_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/1826553_image3_1.jpg,127.4492219591,36.4032551669,6,20190411170642,83407,1,,계족산 황톳길,34345
83,전라북도 군산시 옥도면,(옥도면),37,A03,A0303,A03030600,131279,28,20020704000000,,,126.3979423749,35.8229255017,6,20180413152517,25490,2,063-454-4000,고군산군도,54000
84,경기도 연천군 신서면 고대산길 84-12,(신서면),31,A03,A0302,A03021700,2036061,28,20151028130601,http://tong.visitkorea.or.kr/cms/resource/13/2566613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2566613_image3_1.jpg,127.1480396101,38.2133374486,6,20181201142546,10747,21,,고대산캠핑리조트,11001
85,서울특별시 강동구 구천면로93길 12,(상일동),1,A03,A0303,A03030700,130999,28,20020808000000,http://tong.visitkorea.or.kr/cms/resource/78/1868278_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1868278_image3_1.jpg,127.1687430229,37.5511511271,6,20180503170430,32295,2,02-440-5300,고덕사회체육센터(실내수영장),05275
86,서울특별시 성북구 안암로 145,(안암동5가),1,A03,A0302,A03021300,131822,28,20050113000000,http://tong.visitkorea.or.kr/cms/resource/21/688321_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/688321_image3_1.jpg,127.0317877244,37.5898997105,6,20191218131051,28039,17,,고려대학교 아이스링크,02841
87,충청남도 서산시 고북면 신송리,(고북면),34,A03,A0303,A03030500,131051,28,20020702000000,http://tong.visitkorea.or.kr/cms/resource/31/1963231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1963231_image3_1.jpg,126.5342809476,36.6481387950,6,20180615153657,20049,7,041-664-2256,고북신송지,32028
88,강원도 원주시 호저면 호저로 1140,(호저면),32,A03,A0303,A03030500,131376,28,20020626000000,,,127.9175442160,37.4667885370,6,20180517172212,18636,9,033-731-4151,고산낚시터,26302
89,경기도 안성시 고삼면 향림길 50,(고삼면),31,A03,A0303,A03030500,131028,28,20020702000000,http://tong.visitkorea.or.kr/cms/resource/36/1893536_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1893536_image3_1.jpg,127.2849566754,37.0884984587,6,20180614171225,20610,16,031-672-3481,고삼호수(고삼지),17504
90,전라북도 고창군 심원면 애향갯벌로 70,(심원면),37,A03,A0302,A03020700,777164,28,20090811151239,,,126.5023046777,35.5160844037,6,20191023162310,19581,1,,고창컨트리클럽,56401
91,경기도 용인시 처인구 원삼면 이원로913번길 19-21,(원삼면),31,A03,A0303,A03030500,131342,28,20021129000000,http://tong.visitkorea.or.kr/cms/resource/91/1875391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1875391_image3_1.jpg,127.2830993572,37.1572904800,6,20180412172833,21915,23,031-321-6636,고초골낚시터,17169
92,충청남도 서산시 운산면 봉운로,(운산면),34,A03,A0303,A03030500,131856,28,20060725000000,http://tong.visitkorea.or.kr/cms/resource/53/188453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/188453_image3_1.jpg,126.6039709706,36.7860546622,6,20180405152454,21943,7,,고풍저수지,31950
