,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode
10,서울특별시 중구 명동8길 11,(명동2가),1,A04,A0401,A04010600,2498168,38,20170628153134,http://tong.visitkorea.or.kr/cms/resource/57/2498157_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/2498157_image2_1.JPG,126.9848149813,37.5633130674,6.0,20190318113343,54,24,,갈라 프리스비 명동점 [한국관광 품질인증/Korea Quality],04536
11,충청남도 홍성군 갈산면 갈산로120번길 10,,34,A04,A0401,A04010100,132041,38,20020418000000,,,126.5512250596,36.6029831743,6.0,20180313172523,14654,15,041-634-8080,"갈산장 (3, 8일)",32202
12,충청북도 음성군 감곡면 장감로132번길 22,,33,A04,A0401,A04010100,132406,38,20040223000000,,,127.6391460878,37.1182042275,6.0,20181219154918,10149,6,,"감곡장 / 감곡시장 (3, 8일)",27604
13,충청남도 논산시 강경읍 옥녀봉로27번길 30-3,(강경읍),34,A04,A0401,A04010200,132519,38,20031117000000,,,127.0153645321,36.1597837058,6.0,20180727130345,21819,3,041-745-1985,강경젓갈시장,32935
14,경상북도 영덕군 강구면 강구시장1길 8-1,(강구면),35,A04,A0401,A04010100,132114,38,20021126000000,http://tong.visitkorea.or.kr/cms/resource/38/1801838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1801838_image3_1.jpg,129.3613142643,36.3684417821,6.0,20180221153831,12738,12,054-730-6233,"강구장 (3, 8일)",36458
15,서울특별시 서초구 신반포로 194,,1,A04,A0401,A04010600,132201,38,20031117000000,,,127.0071923683,37.5050868999,6.0,20181120102845,19038,15,02-533-2489,강남고속터미널 혼수상가,06545
16,강원도 강릉시 유산로 60,(유산동),32,A04,A0401,A04010200,1756581,38,20121123140524,http://tong.visitkorea.or.kr/cms/resource/60/1947760_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1947760_image3_1.jpg,128.9182791371,37.7366791739,6.0,20181121112948,8618,1,033-646-4654,강릉 농산물도매시장,25612
17,강원도 강릉시 율곡로 2831,(옥천동),32,A04,A0401,A04010200,132772,38,20070424000000,http://tong.visitkorea.or.kr/cms/resource/78/1162078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1162078_image3_1.jpg,128.8979247902,37.7568681088,6.0,20181121163505,14030,1,,강릉 동부시장,25531
18,강원도 강릉시 임영로155번길 6,(용강동),32,A04,A0401,A04010200,132773,38,20070424000000,http://tong.visitkorea.or.kr/cms/resource/06/1162106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1162106_image3_1.jpg,128.8908560377,37.7550709566,6.0,20181121162517,12219,1,033-648-9136,강릉 서부시장,25528
19,강원도 강릉시 주문진읍 시장1길 4-1,,32,A04,A0401,A04010200,132774,38,20070424000000,http://tong.visitkorea.or.kr/cms/resource/90/1162090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1162090_image3_1.jpg,128.8279602821,37.8908012385,6.0,20180226110912,42235,1,033-661-7302,강릉 주문진수산시장,25413
20,강원도 강릉시 주문진읍 구시장길 8-1,,32,A04,A0401,A04010200,132775,38,20070502000000,http://tong.visitkorea.or.kr/cms/resource/61/1947761_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/1947761_image3_1.jpg,128.8268492574,37.8912511644,6.0,20181121162359,9783,1,033-662-2180,강릉 주문진종합시장,25413
21,강원도 강릉시 금성로 21,,32,A04,A0401,A04010200,132771,38,20070423000000,http://tong.visitkorea.or.kr/cms/resource/60/1864960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1864960_image3_1.jpg,128.8985803831,37.7537518153,6.0,20191022132103,46207,1,033-648-2285,강릉 중앙시장,25543
22,강원도 강릉시 경강로 2668,(견소동),32,A04,A0401,A04010900,2029545,38,20150917091159,http://tong.visitkorea.or.kr/cms/resource/50/2029550_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2029550_image2_1.jpg,128.9501752158,37.7705619892,6.0,20180219132328,4038,1,033-651-1050,강릉교동건어물,25556
23,전라남도 강진군 대구면 청자촌길 33,,38,A04,A0401,A04010700,132469,38,20040130000000,http://tong.visitkorea.or.kr/cms/resource/39/1971539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1971539_image3_1.jpg,126.8009225049,34.5086752621,6.0,20190219154912,10684,1,061-432-9831,강진 고려청자사업소,59263
24,전라남도 강진군 대구면 청자촌길 20-16,,38,A04,A0401,A04010700,132467,38,20040218000000,http://tong.visitkorea.or.kr/cms/resource/63/2500263_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2500263_image2_1.jpg,126.8011891925,34.5068393609,6.0,20180309164706,18978,1,061-432-7582~3,강진 탐진청자,59263
25,전라남도 강진군 강진읍 시장길 17-14,,38,A04,A0401,A04010100,132051,38,20020423000000,http://tong.visitkorea.or.kr/cms/resource/44/1971544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1971544_image3_1.jpg,126.7741772220,34.6403183885,6.0,20191226151012,11258,1,061-433-5513,"강진시장  (4, 9일)",59231
26,전라북도 임실군 강진면 호국로 14-12,,37,A04,A0401,A04010100,132291,38,20020418000000,,,127.1609430452,35.5290524600,6.0,20191226150930,9821,10,,"강진시장 (2, 7일)",55939
27,전라남도 강진군 대구면 청자촌길 20-16,,38,A04,A0401,A04010600,2594851,38,20190403160434,http://tong.visitkorea.or.kr/cms/resource/31/2632031_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2632031_image3_1.jpg,126.8011891925,34.5068393609,,20191204132123,10,1,061-433-7582 / 010-3637-7583,강진탐진청자 [한국관광 품질인증/Korea Quality],59263
28,인천광역시 강화군 강화읍 강화대로 335,,2,A04,A0401,A04010600,1177090,38,20110118170457,http://tong.visitkorea.or.kr/cms/resource/72/1163172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1163172_image3_1.jpg,126.4924882782,37.7421168236,6.0,20180329175954,26421,1,032-933-8913,강화 인삼센터,23027
29,인천광역시 강화군 강화읍 강화대로 429,(강화읍),2,A04,A0401,A04010200,1178052,38,20110119163428,http://tong.visitkorea.or.kr/cms/resource/80/1163180_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/1163180_image3_1.jpg,126.4835250274,37.7486936757,6.0,20180524145223,18045,1,032-933-7104,강화 중앙시장,23033
30,인천광역시 강화군 강화읍 중앙로 17-9,,2,A04,A0401,A04010200,1039977,38,20100609102025,http://tong.visitkorea.or.kr/cms/resource/17/1162117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1162117_image3_1.jpg,126.4928438212,37.7414252440,6.0,20190927113032,25125,1,032-934-1318,강화 풍물시장,23027
31,인천광역시 강화군 내가면 해안서로 899-2,,2,A04,A0401,A04010900,1249666,38,20110404134707,http://tong.visitkorea.or.kr/cms/resource/82/1946482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1946482_image3_1.jpg,126.3784665487,37.7007946382,6.0,20181122174002,22991,1,032-933-2497,강화젓갈,23054
32,인천광역시 강화군 강화읍 중앙로 17-9,(강화읍),2,A04,A0401,A04010900,132498,38,20031027000000,http://tong.visitkorea.or.kr/cms/resource/93/1163193_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1163193_image3_1.jpg,126.4928382642,37.7414891252,6.0,20180604101200,18454,1,032-932-4010,강화토산품판매장,23027
33,광주광역시 동구 제봉로 157,(궁동),5,A04,A0401,A04010200,1622550,38,20120504121900,http://tong.visitkorea.or.kr/cms/resource/52/1587552_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1587552_image3_1.jpg,126.9192629382,35.1511688616,6.0,20190201173121,6827,3,062-608-2220,개미장터,61474
34,경상북도 경주시 하동공예촌길 78,(하동),35,A04,A0401,A04010700,1972411,38,20141210135308,http://tong.visitkorea.or.kr/cms/resource/01/1968701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/1968701_image3_1.jpg,129.3107239191,35.8048434931,6.0,20190212145156,1739,2,054-772-0130,갤러리 가람,38126
35,충청남도 천안시 서북구 공원로 227,(불당동),34,A04,A0401,A04010300,132383,38,20050126000000,,,127.1047142548,36.8005478835,6.0,20180226142633,19587,12,041-559-9114,갤러리아 백화점 (센터시티점),31168
36,경기도 수원시 팔달구 효원로 282,(인계동),31,A04,A0401,A04010300,132351,38,20031027000000,http://tong.visitkorea.or.kr/cms/resource/90/1163790_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/1163790_image3_1.jpg,127.0322080643,37.2610795309,6.0,20180226142316,19679,13,031-229-7114,갤러리아 백화점 (수원점),16491
37,경상남도 진주시 진주대로 1095,(평안동),36,A04,A0401,A04010300,1002070,38,20100419170544,,,128.0823482425,35.1966894537,6.0,20181211092917,16124,13,055-791-1000,갤러리아 백화점 (진주점),52683
38,대전광역시 서구 대덕대로 211,,3,A04,A0401,A04010300,132672,38,20061101000000,,,127.3782574818,36.3518847832,6.0,20190313112017,23775,3,042-480-5000,갤러리아 백화점 (타임월드점),35229
39,서울특별시 강남구 압구정로 343,(압구정동),1,A04,A0401,A04010300,273772,38,20040319174611,,,127.0400442707,37.5284708848,6.0,20181116153101,25442,1,02-3449-4114,갤러리아 백화점(명품관) 본점,06008
40,부산광역시 해운대구 센텀남대로 59,,6,A04,A0401,A04010600,1013106,38,20100501140100,http://tong.visitkorea.or.kr/cms/resource/04/1016304_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1016304_image3_1.jpg,129.1310907002,35.1698809351,6.0,20191030151135,5565,16,051-730-3623,갤럭시 (롯데백화점 센텀시티점),48058
41,부산광역시 연제구 거제시장로14번길 28,(거제동),6,A04,A0401,A04010200,1608608,38,20120420115804,http://tong.visitkorea.or.kr/cms/resource/17/1572217_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1572217_image3_1.jpg,129.0728176676,35.1817146431,6.0,20190207170111,7489,13,051-852-6133,거제시장,47544
42,경상남도 거제시 거제면 읍내로2길 28,(거제면),36,A04,A0401,A04010100,132124,38,20021204000000,,,128.5903407902,34.8505678999,6.0,20181017172403,18646,1,055-639-4005,"거제장 / 거제시장 (4, 9일)",53286
43,강원도 고성군 거진읍 거진시장길 17-11,,32,A04,A0401,A04010200,132784,38,20070508000000,http://tong.visitkorea.or.kr/cms/resource/78/1947778_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1947778_image3_1.jpg,128.4538101632,38.4479596904,6.0,20190104131249,16258,2,033-681-2191,"거진장 / 고성 거진시장 (1, 6일)",24715
44,경상남도 거창군 남하면 가조가야로 310,,36,A04,A0401,A04010700,132481,38,20040130000000,,,127.9465023436,35.7003246311,6.0,20191030161058,15688,2,055-943-4949,거창유기공방,50121
45,경상남도 거창군 거창읍 시장길 54,,36,A04,A0401,A04010100,132126,38,20040226000000,http://tong.visitkorea.or.kr/cms/resource/65/976265_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/976265_image3_1.jpg,127.9137056214,35.6861812026,6.0,20190219164301,11424,2,055-944-2581,"거창장 (1, 6일)",50138
46,전라북도 부안군 변산면 격포중앙길 28-10,,37,A04,A0401,A04010200,1979610,38,20141224164500,http://tong.visitkorea.or.kr/cms/resource/15/1976615_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1976615_image3_1.jpg,126.4702909679,35.6225995364,6.0,20190215104353,9868,6,,격포항 수산시장,56337
47,서울특별시 종로구 우정국로 55,,1,A04,A0401,A04010600,132205,38,20031120000000,http://tong.visitkorea.or.kr/cms/resource/50/1984350_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/1984350_image3_1.jpg,126.9819927000,37.5744783860,6.0,20190226160724,12795,23,,견지동 불교용품거리,03144
48,경기도 안성시 시장길 37,(서인동),31,A04,A0401,A04010100,131986,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/36/1788436_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1788436_image3_1.jpg,127.2703825046,37.0065520978,6.0,20190201171007,14846,16,031-670-2065,"경기 안성장 (2, 7일)",17592
49,경상남도 하동군 하동읍 군청로 36,,36,A04,A0401,A04010900,1343990,38,20110728144245,,,127.7524806130,35.0654039604,6.0,20190104162938,12743,18,055-883-5852,경남 하동군 으뜸상품홍보관,52333
50,경상남도 창원시 의창구 원이대로 362,,36,A04,A0401,A04010800,1902811,38,20140305091624,,,128.6571190360,35.2384812071,6.0,20180219172541,2809,16,,"경남관광기념품점 (구, 경남관광공예명품관)",51408
51,경상북도 경산시 중앙로16길 20-1,,35,A04,A0401,A04010100,132099,38,20021125000000,http://tong.visitkorea.or.kr/cms/resource/42/1952842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1952842_image3_1.jpg,128.7358072292,35.8214169650,6.0,20190226161633,10351,1,053-810-5125,"경산장 (5, 10일)",38628
52,서울특별시 종로구 인사동4길 17,(경운동),1,A04,A0401,A04010600,132222,38,20031119000000,http://tong.visitkorea.or.kr/cms/resource/92/1020892_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1020892_image3_1.jpg,126.9865478589,37.5738340983,6.0,20190128175332,9525,23,02-735-8489,경일한지백화점,03148
53,경상북도 경주시 원화로281번길 11,(성동동),35,A04,A0401,A04010200,990516,38,20100401105349,http://tong.visitkorea.or.kr/cms/resource/46/1968746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1968746_image3_1.jpg,129.2163199205,35.8454121300,6.0,20180504172819,20128,2,054-772-4226,경주 성동시장,38146
54,경상북도 경주시 금성로 295,,35,A04,A0401,A04010200,990539,38,20100401111653,http://tong.visitkorea.or.kr/cms/resource/47/1968747_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1968747_image3_1.jpg,129.2067541331,35.8439732229,6.0,20191212151129,22195,2,054-743-3696,경주 중앙시장,38156
55,서울특별시 양천구 오목로9길 31,(신월동),1,A04,A0401,A04010200,2611310,38,20190716143548,http://tong.visitkorea.or.kr/cms/resource/06/2611306_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/2611306_image2_1.JPG,126.8421540661,37.5249927478,6.0,20190716143704,0,19,02-2606-5984,경창달빛시장,07931
56,경상남도 창원시 진해구 경화시장로 37,(경화동),36,A04,A0401,A04010100,132384,38,20031209000000,http://tong.visitkorea.or.kr/cms/resource/08/2539708_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2539708_image3_1.jpg,128.6905433175,35.1570104028,6.0,20180316095331,13349,16,055-548-2043,"경화장 (3, 8일)",51669
57,경상남도 하동군 금남면 섬진강대로 977-17,(금남면),36,A04,A0401,A04010100,132141,38,20020417000000,,,127.8621624625,34.9656309771,6.0,20180529111219,12373,18,055-880-6213,"계천장 (5, 10일)",52350
58,서울특별시 종로구 창경궁로 229,,1,A04,A0401,A04010600,2503117,38,20170814151347,http://tong.visitkorea.or.kr/cms/resource/13/2503113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2503113_image2_1.jpg,126.9978910234,37.5825082936,6.0,20180330153837,1860,23,010-3729-9937,고궁마실,03073
59,충청남도 예산군 고덕면 대천3길 30,,34,A04,A0401,A04010100,132036,38,20020418000000,,,126.7061961833,36.7443723536,6.0,20190104132542,14033,11,041-339-7253,"고덕장 (3, 8일)",32403
60,경상북도 고령군 대가야읍 시장3길 29,,35,A04,A0401,A04010100,132102,38,20030416000000,,,128.2667622382,35.7273273437,6.0,20190226161446,13899,3,054-954-3688,"고령대가야시장 / 고령장 (4, 9일)",40137
61,전라북도 완주군 고산면 남봉로 134,(고산면),37,A04,A0401,A04010100,132301,38,20020417000000,http://tong.visitkorea.or.kr/cms/resource/07/1976507_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/1976507_image3_1.jpg,127.2057718752,35.9744303986,6.0,20190215155139,10831,8,063-262-0119,"고산미소시장/고산시장 (4, 9일)",55311
62,강원도 고성군 간성읍 간성시장2길 6,(간성읍),32,A04,A0401,A04010200,132783,38,20070508000000,http://tong.visitkorea.or.kr/cms/resource/77/1947777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1947777_image3_1.jpg,128.4674999859,38.3784708464,6.0,20181123162332,17953,2,,"고성 간성시장 (2, 7일)",24735
63,강원도 고성군 현내면 통일전망대로 369,,32,A04,A0401,A04010800,1911421,38,20140407101051,,,128.3826570629,38.5763238583,6.0,20181205173926,4129,2,033-680-8483,고성 DMZ박물관 뮤지엄샵,24701
64,제주특별자치도 서귀포시 성산읍 고성오조로 93,,39,A04,A0401,A04010100,132159,38,20020423000000,http://tong.visitkorea.or.kr/cms/resource/20/1932220_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1932220_image3_1.jpg,126.9080747327,33.4286554963,6.0,20190221182733,13492,3,064-760-4282,"고성5일시장 (4, 9일)",63640
65,경상남도 고성군 고성읍 중앙로25번길 57,(고성읍),36,A04,A0401,A04010100,132385,38,20020423000000,http://tong.visitkorea.or.kr/cms/resource/01/2380301_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2380301_image2_1.jpg,128.3226635491,34.9773905774,6.0,20180628165927,10709,3,055-674-6931,"고성장 (1, 6일)",52942
66,서울특별시 서초구 신반포로 194,(반포동),1,A04,A0401,A04010600,132230,38,20031117000000,http://tong.visitkorea.or.kr/cms/resource/62/1948162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/1948162_image3_1.jpg,127.0075478821,37.5054063136,6.0,20181120150612,21834,15,,고속터미널 꽃도매상가,06545
67,서울특별시 서초구 신반포로 194,(반포동),1,A04,A0401,A04010600,132184,38,20031117000000,http://tong.visitkorea.or.kr/cms/resource/94/1920594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1920594_image3_1.jpg,127.0075478821,37.5054063136,6.0,20181121101138,19679,15,02-535-2212,고속터미널 의류도매상가,06545
68,서울특별시 종로구 낙산길 19,(동숭동),1,A04,A0401,A04010600,2606742,38,20190614164050,http://tong.visitkorea.or.kr/cms/resource/38/2606538_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2606538_image3_1.jpg,127.0056264835,37.5806003213,6.0,20190614164050,0,23,070-5123-2801,고양이책방 슈뢰딩거,03085
69,전라북도 고창군 고수면 장암길 20,,37,A04,A0401,A04010700,522298,38,20080318141628,,,126.6686232882,35.4025389708,6.0,20190213133340,11851,1,063-562-0101,고창옹기,56445
70,전라북도 고창군 고창읍 동산5길 24,(고창읍),37,A04,A0401,A04010100,132314,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/91/1164191_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1164191_image3_1.jpg,126.6855125075,35.4402155385,6.0,20190118172734,11524,1,063-560-8100,"고창장 (3, 8일)",56441
71,전라북도 고창군 아산면 중촌길 4,,37,A04,A0401,A04010800,132323,38,20031027000000,http://tong.visitkorea.or.kr/cms/resource/11/1976511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1976511_image3_1.jpg,126.5868613704,35.5028900992,6.0,20190215153830,13383,1,063-561-1887~8,고창전통자수전시판매장,56452
72,서울특별시 서초구 신반포로 지하 200,(반포동),1,A04,A0401,A04010600,132492,38,20031117000000,http://tong.visitkorea.or.kr/cms/resource/74/2020174_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2020174_image3_1.jpg,127.0014096166,37.5031286903,6.0,20181114174849,45166,15,02-535-8182,고투몰(강남터미널 지하도상가),06545
73,경상남도 거제시 거제중앙로 1883-2,(고현동),36,A04,A0401,A04010200,1213506,38,20110222143816,,,128.6236758327,34.8862672869,6.0,20180530111631,20430,1,055-632-6636,고현 종합시장,53254
74,전라남도 고흥군 고흥읍 시장천변길 29-16,,38,A04,A0401,A04010100,132053,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/59/1971559_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1971559_image3_1.jpg,127.2865330516,34.6078195109,6.0,20190215111308,9885,2,061-830-5601,"고흥장 (4, 9일)",59543
75,전라남도 곡성군 곡성읍 곡성로 856,,38,A04,A0401,A04010800,2435007,38,20161017171358,,,127.2984595108,35.2797580364,6.0,20180410164003,3990,3,061-360-8758,곡성 기차당 뚝방마켓,57535
76,전라남도 곡성군 곡성읍 곡성로 856,,38,A04,A0401,A04010100,1434518,38,20111111110347,http://tong.visitkorea.or.kr/cms/resource/67/2032567_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2032567_image3_1.jpg,127.2984595108,35.2797580364,6.0,20190215104742,12851,3,061-363-9002,"곡성장 / 곡성기차마을전통시장 (3, 8일)",57535
77,경상남도 사천시 곤양면 남산로 65,,36,A04,A0401,A04010100,132379,38,20020418000000,,,127.9633623480,35.0565364356,6.0,20180320171840,11074,8,055-854-4877,"곤양장 / 곤양종합시장 (5, 10일)",52504
78,제주특별자치도 서귀포시 성산읍 동류암로 20,,39,A04,A0401,A04010600,2537226,38,20180221170505,http://tong.visitkorea.or.kr/cms/resource/19/2537219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2537219_image2_1.jpg,126.9182150328,33.4498505414,6.0,20180221170505,2016,3,064-766-3000,골목시장,63640
79,전라북도 부안군 진서면 곰소항길 22-11,,37,A04,A0401,A04010200,132496,38,20031117000000,http://tong.visitkorea.or.kr/cms/resource/16/185816_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/185816_image3_1.jpg,126.6031355761,35.5871613550,6.0,20190118093048,30220,6,063-583-9860~1,곰소젓갈단지 (구시장),56346
80,전라남도 나주시 공산면 공산로 120,(공산면),38,A04,A0401,A04010100,132059,38,20020417000000,http://tong.visitkorea.or.kr/cms/resource/64/1971564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1971564_image3_1.jpg,126.6091093957,34.9429566034,6.0,20190215110138,11122,6,061-339-3691,"공산장 (1, 6일)",58290
81,경북 상주시 공성면 옥산리 177-1,,35,A04,A0401,A04010100,132109,38,20020418000000,http://tong.visitkorea.or.kr/cms/resource/52/1968752_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1968752_image3_1.jpg,128.0765081945,36.2838384512,6.0,20190207175734,9914,9,054-531-1141,"공성장 (1, 6일)",37267
82,충청남도 공주시 용당길 22,(산성동),34,A04,A0401,A04010100,2613453,38,20190729132530,http://tong.visitkorea.or.kr/cms/resource/41/2393741_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2393741_image3_1.jpg,127.1226219347,36.4588485702,6.0,20190729132530,0,1,,공주산성시장,32539
83,충청남도 공주시 유구읍 시장길 29-4,,34,A04,A0401,A04010200,2395170,38,20160727114034,http://tong.visitkorea.or.kr/cms/resource/52/2393852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/2393852_image3_1.jpg,126.9514125624,36.5528347792,6.0,20160727141335,2377,1,041-841-2680,"공주유구시장(3, 8일)",32506
84,전라남도 고흥군 과역면 시장안길 15,,38,A04,A0401,A04010100,132054,38,20020419000000,http://tong.visitkorea.or.kr/cms/resource/73/1971573_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1971573_image3_1.jpg,127.3622690801,34.6794572169,6.0,20190215111045,9830,2,061-832-8733,"과역 5일장 (5, 10일)",59511
85,대구광역시 남구 대명서7길 24-3,(대명동),4,A04,A0401,A04010200,1608882,38,20120420171632,http://tong.visitkorea.or.kr/cms/resource/39/1573739_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1573739_image3_1.jpg,128.5580002605,35.8356342966,6.0,20180425112941,7609,1,053-627-2610,관문시장,42498
86,전라북도 임실군 관촌면 사선1길 70-3,,37,A04,A0401,A04010100,132252,38,20020419000000,http://tong.visitkorea.or.kr/cms/resource/15/1976515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/1976515_image3_1.jpg,127.2676963560,35.6787678812,6.0,20190219143011,7758,10,063-643-5999,"관촌시장 (5, 10일)",55910
